# ELP1 — ELP2000-82B main problem, component=1 (1=longitude(sine),2=latitude(sine),3=distance(cosine, via +pi/2 phase))
# Source: Chapront-Touze M., Chapront J., Astron. Astrophys. 190, 342 (1988) and 124, 50 (1983); IMCCE ftp://ftp.imcce.fr/pub/ephem/moon/elp82b/, coefficients fitted to JPL DE200/LE200. Column layout and phase formula read directly from reference Fortran elp82b_1.
# columns: d,lp,l,f = Delaunay argument multipliers (D, l', l, F); a = amplitude (arcsec for longitude/latitude, km for distance); coef2..coef6 = partial derivatives used only for the DE200/LE200 fit correction (coef7 in the source file is read but never used by elp82b_1, dropped here)
d,lp,l,f,a,coef2,coef3,coef4,coef5,coef6
4,0,3,0,0.02149,1.24,-0.04,1.38,-0.02,0.0
4,0,3,2,-0.00036,-0.02,-0.02,-0.02,0.0,0.0
4,0,4,-2,-0.00011,0.0,0.0,0.0,0.0,0.0
4,0,4,0,0.00198,0.11,0.0,0.16,0.0,0.0
4,0,4,2,-4e-05,0.0,0.0,0.0,0.0,0.0
4,0,5,0,0.00017,0.01,0.0,0.02,0.0,0.0
4,0,6,0,1e-05,0.0,0.0,0.0,0.0,0.0
4,1,-6,0,-1e-05,0.0,0.0,0.0,0.0,0.0
4,1,-5,0,-4e-05,0.0,0.0,0.0,0.0,0.0
4,1,-4,0,0.00064,0.06,0.0,0.05,0.04,0.0
4,1,-3,-2,-4e-05,0.0,0.0,0.0,0.0,0.0
4,1,-3,0,0.02682,3.5,-0.05,1.45,1.6,0.02
4,1,-3,2,-3e-05,-0.01,0.0,0.0,0.0,0.0
4,1,-2,-2,-0.00039,-0.02,-0.02,-0.01,-0.02,0.0
4,1,-2,0,-0.35759,7.75,-0.18,-13.13,-21.49,-0.04
4,1,-2,2,0.0022,-0.03,0.1,0.08,0.13,0.0
4,1,-1,-2,-0.01875,-0.68,-0.83,-0.35,-1.12,0.0
4,1,-1,0,-0.63523,-17.62,0.74,-14.32,-38.11,-0.21
4,1,-1,2,0.00353,0.09,0.15,0.09,0.21,0.0
4,1,-1,4,-1e-05,0.0,0.0,0.0,0.0,0.0
4,1,0,-2,0.00051,-0.28,0.04,0.02,0.03,-0.01
4,1,0,0,-0.28911,-15.1,0.59,-4.73,-17.3,-0.06
4,1,0,2,0.00186,0.09,0.08,0.05,0.11,0.0
4,1,1,-4,4e-05,0.0,0.0,0.0,0.0,0.0
4,1,1,-2,0.00183,0.03,0.08,0.04,0.11,0.0
4,1,1,0,-0.0507,-2.99,0.12,-1.55,-3.03,-0.01
4,1,1,2,0.00048,0.03,0.02,0.02,0.03,0.0
4,1,2,-2,0.00032,0.01,0.01,0.01,0.02,0.0
4,1,2,0,-0.00668,-0.42,0.02,-0.32,-0.4,0.0
4,1,2,2,9e-05,0.0,0.0,0.0,0.0,0.0
4,1,3,-2,4e-05,0.0,0.0,0.0,0.0,0.0
4,1,3,0,-0.00077,-0.05,0.0,-0.05,-0.05,0.0
4,1,3,2,1e-05,0.0,0.0,0.0,0.0,0.0
4,1,4,0,-8e-05,0.0,0.0,0.0,0.0,0.0
4,2,-4,0,-5e-05,0.0,0.0,0.0,0.0,0.0
4,2,-3,0,-0.00369,-0.24,0.0,-0.2,-0.44,0.0
4,2,-3,2,2e-05,0.0,0.0,0.0,0.0,0.0
4,2,-2,-2,8e-05,0.0,0.0,0.0,0.0,0.0
4,2,-2,0,-0.03514,-2.04,0.02,-1.29,-4.21,0.0
4,2,-2,2,0.00019,0.01,0.0,0.0,0.02,0.0
4,2,-1,-2,0.0009,0.06,0.04,0.02,0.11,0.0
4,2,-1,0,-0.02171,-1.51,0.03,-0.57,-2.6,0.01
4,2,-1,2,0.00012,0.0,0.0,0.0,0.01,0.0
4,2,0,-2,1e-05,0.0,0.0,0.0,0.0,0.0
4,2,0,0,-0.00208,-0.16,0.0,-0.12,-0.25,0.0
4,2,0,2,2e-05,0.0,0.0,0.0,0.0,0.0
4,2,1,-2,-2e-05,0.0,0.0,0.0,0.0,0.0
4,2,1,0,-8e-05,0.0,0.0,-0.01,-0.01,0.0
4,2,2,0,1e-05,0.0,0.0,0.0,0.0,0.0
4,3,-2,0,0.0002,0.0,0.0,0.0,0.04,0.0
4,3,-1,0,0.00023,0.01,0.0,0.0,0.04,0.0
4,3,0,0,5e-05,0.0,0.0,0.0,0.0,0.0
4,4,-2,-2,0.0,-0.02,0.0,0.0,0.04,-0.06
5,-3,-2,0,-3e-05,0.0,0.0,0.0,0.0,-0.01
5,-3,0,0,1e-05,0.0,0.0,0.0,0.0,0.0
5,-2,-3,0,-0.00013,0.0,0.0,0.0,-0.02,-0.05
5,-2,-2,0,-0.00052,-0.03,0.0,-0.02,-0.06,-0.2
5,-2,-1,-2,-3e-05,0.0,0.0,0.0,0.0,-0.01
5,-2,-1,0,-0.00011,-0.02,0.0,0.0,-0.01,-0.04
5,-2,0,-2,-2e-05,0.0,0.0,0.0,0.0,0.0
5,-2,0,0,0.00012,0.0,0.0,0.0,0.01,0.05
5,-2,1,0,2e-05,0.0,0.0,0.0,0.0,0.0
5,-1,-4,0,-7e-05,0.0,0.0,0.0,0.0,-0.02
5,-1,-3,0,-0.00189,-0.08,0.0,-0.1,-0.11,-0.73
5,-1,-3,2,1e-05,0.0,0.0,0.0,0.0,0.0
5,-1,-2,-2,-3e-05,0.0,0.0,0.0,0.0,-0.01
5,-1,-2,0,-0.00693,-0.4,0.0,-0.26,-0.41,-2.7
5,-1,-2,2,4e-05,0.0,0.0,0.0,0.0,0.02
5,-1,-1,-2,-0.0004,-0.02,-0.02,0.0,-0.02,-0.16
5,-1,-1,0,-0.00154,-0.21,0.01,-0.08,-0.09,-0.6
5,-1,-1,2,3e-05,0.0,0.0,0.0,0.0,0.01
5,-1,0,-2,-0.00021,0.0,0.0,0.0,-0.01,-0.08
5,-1,0,0,0.00102,0.01,0.0,-0.02,0.06,0.4
5,-1,1,-2,-3e-05,0.0,0.0,0.0,0.0,-0.01
5,-1,1,0,0.00014,0.0,0.0,0.0,0.0,0.05
5,0,-4,0,-0.00059,-0.03,0.0,-0.04,0.0,-0.23
5,0,-3,0,-0.01686,-0.72,0.0,-0.92,0.0,-6.56
5,0,-3,2,0.0001,0.0,0.0,0.0,0.0,0.04
5,0,-2,-2,-0.00031,0.0,-0.01,-0.01,0.0,-0.12
5,0,-2,0,-0.05725,-3.18,0.07,-2.18,0.05,-22.26
5,0,-2,2,0.00039,0.02,0.02,0.02,0.0,0.15
5,0,-1,-2,-0.00335,-0.11,-0.15,-0.06,0.0,-1.3
5,0,-1,0,-0.0135,-1.57,0.09,-0.64,0.06,-5.25
5,0,-1,2,0.00024,0.02,0.01,0.0,0.0,0.09
5,0,0,-4,-2e-05,0.0,0.0,0.0,0.0,0.0
5,0,0,-2,-0.00137,-0.06,-0.06,0.0,0.0,-0.53
5,0,0,0,0.00439,-0.05,0.03,-0.18,0.03,1.71
5,0,0,2,6e-05,0.0,0.0,0.0,0.0,0.02
5,0,1,-2,-0.00019,0.0,0.0,0.0,0.0,-0.07
5,0,1,0,0.0005,-0.03,0.0,-0.02,0.0,0.2
5,0,1,2,1e-05,0.0,0.0,0.0,0.0,0.0
5,0,2,-2,-2e-05,0.0,0.0,0.0,0.0,0.0
5,0,2,0,1e-05,0.0,0.0,0.0,0.0,0.0
5,1,-4,0,-6e-05,0.0,0.0,0.0,0.0,-0.02
5,1,-3,0,-0.00046,-0.05,0.0,-0.02,-0.03,-0.18
5,1,-2,-2,1e-05,0.0,0.0,0.0,0.0,0.0
5,1,-2,0,0.00392,0.12,0.0,0.15,0.23,1.52
5,1,-2,2,-4e-05,0.0,0.0,0.0,0.0,-0.01
5,1,-1,-2,0.00016,0.0,0.0,0.0,0.0,0.06
5,1,-1,0,0.00475,0.24,-0.01,0.12,0.28,1.85
5,1,-1,2,-5e-05,0.0,0.0,0.0,0.0,-0.02
5,1,0,-2,5e-05,0.0,0.0,0.0,0.0,0.02
5,1,0,0,0.00181,0.11,0.0,0.05,0.11,0.7
5,1,0,2,-2e-05,0.0,0.0,0.0,0.0,0.0
5,1,1,0,0.00035,0.02,0.0,0.01,0.02,0.14
5,1,2,0,5e-05,0.0,0.0,0.0,0.0,0.02
5,2,-3,0,1e-05,0.0,0.0,0.0,0.0,0.0
5,2,-2,0,-1e-05,0.0,0.0,0.0,0.0,0.0
5,2,-1,0,-8e-05,0.0,0.0,0.0,-0.01,-0.03
5,2,0,0,-4e-05,0.0,0.0,0.0,0.0,-0.02
5,2,1,0,-1e-05,0.0,0.0,0.0,0.0,0.0
5,3,-2,-2,0.0,0.0,0.0,0.0,0.0,0.02
6,-4,-3,0,1e-05,0.0,0.0,0.0,0.0,0.0
6,-4,-2,0,4e-05,0.0,0.0,0.0,0.0,0.0
6,-4,-1,0,4e-05,0.0,0.0,0.0,0.0,0.0
6,-4,0,0,2e-05,0.0,0.0,0.0,0.0,0.0
6,-3,-3,0,0.0002,0.01,0.0,0.01,0.03,0.0
6,-3,-2,0,0.00059,0.04,0.0,0.02,0.11,0.0
6,-3,-1,0,0.00059,0.05,0.0,0.02,0.11,0.0
6,-3,0,0,0.00024,0.02,0.0,0.0,0.04,0.0
6,-3,1,0,5e-05,0.0,0.0,0.0,0.0,0.0
6,-2,-4,0,0.00014,0.0,0.0,0.0,0.02,0.0
6,-2,-3,0,0.00312,0.19,0.0,0.17,0.37,0.0
6,-2,-3,2,-3e-05,0.0,0.0,0.0,0.0,0.0
6,-2,-2,-2,3e-05,0.0,0.0,0.0,0.0,0.0
6,-2,-2,0,0.00836,0.59,0.0,0.33,1.0,0.0
6,-2,-2,2,-7e-05,0.0,0.0,0.0,0.0,0.0
6,-2,-1,-2,3e-05,0.0,0.0,0.0,0.0,0.0
6,-2,-1,0,0.00744,0.61,-0.01,0.21,0.89,0.0
6,-2,-1,2,-7e-05,0.0,0.0,0.0,0.0,0.0
6,-2,0,-2,-2e-05,0.0,0.0,0.0,0.0,0.0
6,-2,0,0,0.00285,0.26,0.0,0.07,0.34,0.0
6,-2,0,2,-3e-05,0.0,0.0,0.0,0.0,0.0
6,-2,1,-2,-2e-05,0.0,0.0,0.0,0.0,0.0
6,-2,1,0,0.00056,0.05,0.0,0.02,0.07,0.0
6,-2,2,0,8e-05,0.0,0.0,0.0,0.0,0.0
6,-2,3,0,1e-05,0.0,0.0,0.0,0.0,0.0
6,-1,-5,0,2e-05,0.0,0.0,0.0,0.0,0.0
6,-1,-4,0,0.00176,0.11,0.0,0.13,0.11,0.0
6,-1,-4,2,-2e-05,0.0,0.0,0.0,0.0,0.0
6,-1,-3,-2,2e-05,0.0,0.0,0.0,0.0,0.0
6,-1,-3,0,0.039,2.28,-0.02,2.14,2.33,0.0
6,-1,-3,2,-0.00039,-0.02,-0.02,-0.02,-0.02,0.0
6,-1,-2,-2,0.00044,0.01,0.02,0.02,0.03,0.0
6,-1,-2,0,0.09033,6.23,-0.11,3.59,5.38,0.0
6,-1,-2,2,-0.0008,-0.05,-0.04,-0.03,-0.05,0.0
6,-1,-1,-2,0.00018,0.02,0.0,0.0,0.01,0.0
6,-1,-1,0,0.07142,5.64,-0.12,2.05,4.25,0.0
6,-1,-1,2,-0.00064,-0.05,-0.03,-0.02,-0.04,0.0
6,-1,0,-2,-0.00025,0.0,-0.01,-0.01,-0.01,0.0
6,-1,0,0,0.0251,2.16,-0.05,0.66,1.49,0.0
6,-1,0,2,-0.00026,-0.02,-0.01,0.0,-0.02,0.0
6,-1,1,-2,-0.00016,0.0,0.0,0.0,0.0,0.0
6,-1,1,0,0.00477,0.42,-0.01,0.18,0.28,0.0
6,-1,1,2,-6e-05,0.0,0.0,0.0,0.0,0.0
6,-1,2,-2,-3e-05,0.0,0.0,0.0,0.0,0.0
6,-1,2,0,0.00069,0.06,0.0,0.04,0.04,0.0
6,-1,2,2,-1e-05,0.0,0.0,0.0,0.0,0.0
6,-1,3,0,9e-05,0.0,0.0,0.0,0.0,0.0
6,0,-5,0,0.0002,0.01,0.0,0.02,0.0,0.0
6,0,-4,0,0.01376,0.88,0.0,1.0,0.0,0.0
6,0,-4,2,-0.00017,0.0,0.0,-0.01,0.0,0.0
6,0,-3,-2,0.00018,0.0,0.0,0.0,0.0,0.0
6,0,-3,0,0.29255,16.72,-0.19,16.04,-0.08,0.03
6,0,-3,2,-0.00287,-0.16,-0.13,-0.16,0.0,0.0
6,0,-3,4,2e-05,0.0,0.0,0.0,0.0,0.0
6,0,-2,-2,0.00364,0.13,0.16,0.13,0.0,0.0
6,0,-2,0,0.57156,38.34,-0.75,22.97,-0.26,0.02
6,0,-2,2,-0.00509,-0.34,-0.22,-0.22,0.0,0.0
6,0,-2,4,3e-05,0.0,0.0,0.0,0.0,0.0
6,0,-1,-2,7e-05,0.08,0.0,-0.03,0.0,0.0
6,0,-1,0,0.39451,30.1,-0.74,11.79,-0.25,0.03
6,0,-1,2,-0.00359,-0.27,-0.16,-0.13,0.0,0.0
6,0,-1,4,2e-05,0.0,0.0,0.0,0.0,0.0
6,0,0,-4,-8e-05,0.0,0.0,0.0,0.0,0.0
6,0,0,-2,-0.00214,-0.07,-0.1,-0.07,0.0,0.0
6,0,0,0,0.12616,10.43,-0.29,3.57,-0.1,0.02
6,0,0,2,-0.00132,-0.11,-0.06,-0.05,0.0,0.0
6,0,1,-4,-1e-05,0.0,0.0,0.0,0.0,0.0
6,0,1,-2,-0.00094,-0.05,-0.04,-0.03,0.0,0.0
6,0,1,0,0.02285,1.93,-0.06,0.91,-0.02,0.0
6,0,1,2,-0.00031,-0.02,-0.01,-0.01,0.0,0.0
6,0,2,-2,-0.00018,-0.01,0.0,0.0,0.0,0.0
6,0,2,0,0.00318,0.27,0.0,0.18,0.0,0.0
6,0,2,2,-5e-05,0.0,0.0,0.0,0.0,0.0
6,0,3,-2,-3e-05,0.0,0.0,0.0,0.0,0.0
6,0,3,0,0.00038,0.03,0.0,0.03,0.0,0.0
6,0,4,0,4e-05,0.0,0.0,0.0,0.0,0.0
6,1,-5,0,1e-05,0.0,0.0,0.0,0.0,0.0
6,1,-4,0,0.00028,0.05,0.0,0.02,0.02,0.0
6,1,-3,0,-0.00478,0.05,0.0,-0.26,-0.29,0.0
6,1,-3,2,5e-05,0.0,0.0,0.0,0.0,0.0
6,1,-2,-2,-0.00026,-0.01,-0.01,0.0,-0.02,0.0
6,1,-2,0,-0.01282,-0.47,0.02,-0.52,-0.77,0.0
6,1,-2,2,0.00012,0.0,0.0,0.0,0.0,0.0
6,1,-1,-2,-7e-05,-0.01,0.0,0.0,0.0,0.0
6,1,-1,0,-0.01064,-0.66,0.02,-0.32,-0.64,0.0
6,1,-1,2,0.0001,0.0,0.0,0.0,0.0,0.0
6,1,0,-2,8e-05,0.0,0.0,0.0,0.0,0.0
6,1,0,0,-0.00396,-0.31,0.01,-0.12,-0.24,0.0
6,1,0,2,4e-05,0.0,0.0,0.0,0.0,0.0
6,1,1,-2,4e-05,0.0,0.0,0.0,0.0,0.0
6,1,1,0,-0.00083,-0.07,0.0,-0.03,-0.05,0.0
6,1,1,2,1e-05,0.0,0.0,0.0,0.0,0.0
6,1,2,0,-0.00013,-0.01,0.0,0.0,0.0,0.0
6,1,3,0,-2e-05,0.0,0.0,0.0,0.0,0.0
6,2,-4,0,-6e-05,0.0,0.0,0.0,0.0,0.0
6,2,-3,0,-0.00051,-0.04,0.0,-0.03,-0.06,0.0
6,2,-2,-2,1e-05,0.0,0.0,0.0,0.0,0.0
6,2,-2,0,-0.00061,-0.06,0.0,-0.03,-0.07,0.0
6,2,-1,-2,1e-05,0.0,0.0,0.0,0.0,0.0
6,2,-1,0,-0.00021,-0.02,0.0,0.0,-0.03,0.0
6,2,0,0,-2e-05,0.0,0.0,0.0,0.0,0.0
6,3,-2,0,1e-05,0.0,0.0,0.0,0.0,0.0
7,-2,-3,0,-2e-05,0.0,0.0,0.0,0.0,0.0
7,-2,-2,0,-1e-05,0.0,0.0,0.0,0.0,0.0
7,-1,-4,0,-4e-05,0.0,0.0,0.0,0.0,-0.01
7,-1,-3,0,-0.00016,-0.01,0.0,0.0,-0.01,-0.06
7,-1,-2,0,-0.00012,-0.01,0.0,0.0,0.0,-0.05
7,-1,0,0,2e-05,0.0,0.0,0.0,0.0,0.0
7,0,-5,0,-1e-05,0.0,0.0,0.0,0.0,0.0
7,0,-4,0,-0.00025,-0.02,0.0,-0.02,0.0,-0.1
7,0,-3,0,-0.00098,-0.07,0.0,-0.06,0.0,-0.38
7,0,-3,2,1e-05,0.0,0.0,0.0,0.0,0.0
7,0,-2,-2,-5e-05,0.0,0.0,0.0,0.0,-0.02
7,0,-2,0,-0.00068,-0.07,0.0,-0.03,0.0,-0.26
7,0,-2,2,1e-05,0.0,0.0,0.0,0.0,0.0
7,0,-1,-2,-4e-05,0.0,0.0,0.0,0.0,-0.02
7,0,-1,0,-5e-05,-0.02,0.0,0.0,0.0,-0.02
7,0,0,-2,-1e-05,0.0,0.0,0.0,0.0,0.0
7,0,0,0,5e-05,0.0,0.0,0.0,0.0,0.02
7,1,-3,0,6e-05,0.0,0.0,0.0,0.0,0.02
7,1,-2,0,0.00011,0.0,0.0,0.0,0.0,0.04
7,1,-1,0,7e-05,0.0,0.0,0.0,0.0,0.03
7,1,0,0,3e-05,0.0,0.0,0.0,0.0,0.01
8,-3,-3,0,2e-05,0.0,0.0,0.0,0.0,0.0
8,-3,-2,0,2e-05,0.0,0.0,0.0,0.0,0.0
8,-3,-1,0,2e-05,0.0,0.0,0.0,0.0,0.0
8,-2,-4,0,6e-05,0.0,0.0,0.0,0.0,0.0
8,-2,-3,0,0.00019,0.02,0.0,0.01,0.02,0.0
8,-2,-2,0,0.00025,0.03,0.0,0.01,0.03,0.0
8,-2,-1,0,0.00015,0.02,0.0,0.0,0.02,0.0
8,-2,0,0,5e-05,0.0,0.0,0.0,0.0,0.0
8,-2,1,0,1e-05,0.0,0.0,0.0,0.0,0.0
8,-1,-5,0,3e-05,0.0,0.0,0.0,0.0,0.0
8,-1,-4,0,0.00058,0.04,0.0,0.04,0.03,0.0
8,-1,-3,0,0.0017,0.15,0.0,0.1,0.1,0.0
8,-1,-3,2,-2e-05,0.0,0.0,0.0,0.0,0.0
8,-1,-2,0,0.00196,0.19,0.0,0.09,0.12,0.0
8,-1,-2,2,-3e-05,0.0,0.0,0.0,0.0,0.0
8,-1,-1,0,0.00112,0.12,0.0,0.04,0.07,0.0
8,-1,-1,2,-1e-05,0.0,0.0,0.0,0.0,0.0
8,-1,0,0,0.00037,0.04,0.0,0.02,0.02,0.0
8,-1,1,0,8e-05,0.0,0.0,0.0,0.0,0.0
8,-1,2,0,1e-05,0.0,0.0,0.0,0.0,0.0
8,0,-5,0,0.00018,0.01,0.0,0.02,0.0,0.0
8,0,-4,0,0.00324,0.25,0.0,0.24,0.0,0.0
8,0,-4,2,-5e-05,0.0,0.0,0.0,0.0,0.0
8,0,-3,-2,5e-05,0.0,0.0,0.0,0.0,0.0
8,0,-3,0,0.0084,0.72,-0.01,0.49,0.0,0.0
8,0,-3,2,-0.00011,0.0,0.0,0.0,0.0,0.0
8,0,-2,-2,1e-05,0.0,0.0,0.0,0.0,0.0
8,0,-2,0,0.00866,0.83,-0.02,0.4,0.0,0.0
8,0,-2,2,-0.00011,-0.01,0.0,0.0,0.0,0.0
8,0,-1,-2,-5e-05,0.0,0.0,0.0,0.0,0.0
8,0,-1,0,0.00455,0.47,-0.01,0.18,0.0,0.0
8,0,-1,2,-6e-05,0.0,0.0,0.0,0.0,0.0
8,0,0,-2,-4e-05,0.0,0.0,0.0,0.0,0.0
8,0,0,0,0.00139,0.15,0.0,0.06,0.0,0.0
8,0,0,2,-2e-05,0.0,0.0,0.0,0.0,0.0
8,0,1,-2,-1e-05,0.0,0.0,0.0,0.0,0.0
8,0,1,0,0.00029,0.03,0.0,0.02,0.0,0.0
8,0,2,0,5e-05,0.0,0.0,0.0,0.0,0.0
8,1,-4,0,-7e-05,0.0,0.0,0.0,0.0,0.0
8,1,-3,0,-0.00024,-0.01,0.0,-0.01,-0.01,0.0
8,1,-2,0,-0.00029,-0.02,0.0,-0.01,-0.02,0.0
8,1,-1,0,-0.00017,-0.02,0.0,0.0,-0.01,0.0
8,1,0,0,-6e-05,0.0,0.0,0.0,0.0,0.0
8,1,1,0,-1e-05,0.0,0.0,0.0,0.0,0.0
8,2,-3,0,-1e-05,0.0,0.0,0.0,0.0,0.0
9,0,-4,0,-2e-05,0.0,0.0,0.0,0.0,0.0
9,0,-3,0,-2e-05,0.0,0.0,0.0,0.0,0.0
10,-1,-4,0,3e-05,0.0,0.0,0.0,0.0,0.0
10,-1,-3,0,5e-05,0.0,0.0,0.0,0.0,0.0
10,-1,-2,0,4e-05,0.0,0.0,0.0,0.0,0.0
10,-1,-1,0,2e-05,0.0,0.0,0.0,0.0,0.0
10,0,-5,0,4e-05,0.0,0.0,0.0,0.0,0.0
10,0,-4,0,0.00012,0.01,0.0,0.0,0.0,0.0
10,0,-3,0,0.00017,0.02,0.0,0.01,0.0,0.0
10,0,-2,0,0.00013,0.02,0.0,0.0,0.0,0.0
10,0,-1,0,6e-05,0.0,0.0,0.0,0.0,0.0
10,0,0,0,2e-05,0.0,0.0,0.0,0.0,0.0
